,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2021-11-02T02:01:59,1356.7566,-18.939754,1166.4603,-17.467617,-1800.0055,2384.443,803.68774,368.82385,1088.4882,138.69536,-803.63934,-758.1904,-1329.5646,-139.365,-596.9407,350.98682,-438.12625,1637.1244,663.68384,-106.03538,-660.2655,931.39594,189.65202,-376.04233,170.32567,404.29974,1126.9095,685.64935,350.33826,-98.169075,1074.0289,-1562.3594
2021-11-02T11:22:29,490.44208,511.86017,1805.1188,394.14966,-1443.2755,97.50911,94.69725,-459.30887,36.196533,306.89694,-1506.726,-267.72168,-616.1125,-34.37305,-507.60382,189.20593,61.62369,777.65265,1438.5441,461.5481,86.59799,237.56824,812.8403,-374.7451,-235.88893,767.4948,357.18307,570.1883,-713.5008,-164.05113,-160.5833,-1228.0531
2021-11-03T19:30:59,251.48045,470.42557,-688.7842,-939.6615,3767.5818,-656.44025,1897.0851,-1157.4631,560.8717,724.55365,3175.5537,-2845.5344,1611.7004,-62.924927,-1720.9076,-7637.8047,-760.9705,-1453.8372,1263.5397,-642.5006,-1624.1892,-738.2422,-1645.6277,-646.01636,41.412277,924.68274,30.196062,2550.9275,800.7628,-2307.5215,815.8234,-1185.7065
2021-11-03T01:56:14,-478.58646,-42.799713,-209.20667,-1789.9,-568.0382,906.5545,495.90906,849.648,682.51526,1261.3826,338.34406,-572.57947,-22.160273,249.09901,-947.1772,-1117.7697,84.68349,400.3664,775.44666,-449.84116,-204.94194,278.4556,-162.10303,1.7080395,197.72858,-102.69022,-346.41205,-582.0815,358.28796,-640.53973,284.72537,-170.23871
2021-11-02T22:36:14,-863.31586,-1178.1187,-3426.5698,-1686.3684,233.92142,1844.4598,-578.88824,6923.5366,-446.43512,710.599,3112.827,-2391.3223,946.77716,-387.42218,-1267.8042,-7097.0723,666.8073,1071.0846,227.45409,123.05603,-780.3809,-1325.0485,254.16096,-4076.7139,984.6511,-1827.6132,-1634.9808,-7030.0806,417.5807,-1576.2914,-227.32527,2462.269
2021-11-04T02:30:44,69.28798,796.9445,-676.9004,3207.1978,-798.16144,688.30975,-875.88605,-1858.7505,-488.34454,-1254.4319,-46.60229,463.43503,-400.61325,188.99678,429.04312,305.52097,1366.7222,1550.9614,-1271.5812,1960.3416,165.51227,155.25577,141.39177,-531.32043,-923.0571,-91.22454,282.93207,2797.4631,536.50195,-60.945602,-1075.1576,-1442.7384
2021-11-02T03:34:29,-1131.324,-2544.8516,531.61615,2377.8525,-1498.5795,1536.5652,-1376.0181,901.61084,1024.14,965.7175,10.933783,-4511.5576,579.9825,-737.15533,296.66922,1418.1282,-1223.9698,1323.0966,246.60817,2486.1443,-3471.879,-2129.9524,2157.9023,-2830.4102,2517.3738,1425.071,812.77924,-780.63684,-1550.6461,-1806.063,-1393.6826,-3907.6765
2021-11-03T01:03:29,-887.78894,-117.96135,-815.1965,1549.7484,-225.84212,367.15857,-911.9654,2068.2805,-580.11865,-1921.3137,965.81,-265.46423,-766.2974,-504.3131,469.8373,-2992.8064,860.319,936.78284,-591.3817,315.67264,102.64964,-1009.6009,526.8093,-1473.9187,-159.18207,-1108.0087,-1196.287,-1809.2445,-654.97437,8.529186,-647.97534,163.0245
2021-11-04T01:38:44,1034.3362,1257.1299,-350.35428,1472.0723,-1515.3855,-1348.399,-6.3556933,-957.023,-1024.5491,-2786.6082,-1107.1954,919.49316,-974.0237,-341.90256,-416.9347,514.9178,864.99945,1695.4147,-1023.3143,-260.6547,653.28436,607.267,188.19685,470.91537,-1430.915,401.69012,353.945,2200.4563,832.19336,1137.2668,417.17416,-4753.5654
2021-11-03T00:04:14,266.84686,91.6916,1230.6617,-333.66293,-935.8251,142.74937,604.2631,318.6508,133.9133,-44.598885,-1130.3057,-161.50833,-237.98653,-831.28375,333.32687,174.39539,140.75203,607.191,629.65625,-411.42813,24.802605,-415.77634,283.5767,350.81573,193.18234,103.8476,-308.95996,-163.34341,-1305.0824,103.29527,5.507553,-870.67017
2021-11-02T20:16:44,-1400.8181,-410.59015,-1739.8425,-3798.792,476.69012,1323.2217,2307.9531,1748.617,1109.5963,394.69077,1754.391,-610.16077,731.0406,603.01263,-1985.9902,-2082.491,158.87392,-386.31146,827.9265,-3084.5964,-605.99695,-1452.6029,-1524.5626,1323.6844,-192.01405,-1130.9382,-1046.7808,-1259.4927,-1385.7292,-1727.9956,421.09042,-2342.9902
2021-11-02T03:18:44,940.90674,-718.7283,-991.79645,1899.1855,2416.5032,2092.483,1393.5675,-735.7868,1016.336,-1813.6459,3417.0464,-478.6116,-83.5474,-648.3609,1062.7004,671.3038,-1324.076,-498.59354,-1447.0782,-466.84103,-1744.0586,-2111.022,-2052.0505,934.3061,324.52924,256.0818,1545.1307,864.313,-1126.2208,-863.8397,474.84128,-1846.6532
2021-11-02T20:48:29,4906.99,-773.1177,-1935.9406,-3153.2524,1898.0088,-3187.3184,1688.1843,4168.3135,-2202.8303,1155.8921,1245.4532,-1499.5109,1376.7926,-786.0589,-623.7004,-1202.2986,-1724.7057,-68.15487,-325.09998,-367.5502,-238.64624,1115.5021,-2047.8159,-1250.8706,966.4101,-809.27216,1610.9907,-5131.908,1748.1345,1243.7587,2825.77,1114.1013
2021-11-02T16:17:14,-410.90482,635.0454,989.5607,2203.9836,-815.2944,-1669.9482,-1408.0864,-1379.6659,-790.26373,-457.3741,-406.29718,-720.66113,-45.874207,-108.54317,-1738.0596,-1382.6385,121.885475,575.73254,1944.4698,2338.7502,246.37624,-219.31667,923.54065,-1311.2057,-514.00586,-10.150048,-236.68756,2495.8455,-1283.2231,-201.11858,-466.10788,-1381.2996
2021-11-03T20:15:44,1272.6393,202.65894,579.3638,30.853916,-1135.1215,125.037895,407.72446,218.05684,-250.83344,-608.13196,-1005.88806,-270.9062,-1251.5605,-931.4582,1248.573,-491.2055,112.31735,1281.0449,-793.1532,18.528221,6.002164,41.945915,-103.567314,238.47784,170.21713,-125.294044,155.10115,805.8785,-65.96849,1335.5303,375.94934,-1186.3047
2021-11-03T05:03:44,-118.82017,224.33327,841.3605,-106.41897,-738.2416,420.92838,225.98538,15.685306,388.99768,-287.86594,-522.4887,-114.8698,-505.59338,-518.27875,281.61667,-573.5514,214.17685,634.75,368.71298,-127.973564,36.021416,-49.26743,202.70511,273.37076,92.43097,151.06946,-413.67828,540.85455,-571.048,195.61948,45.64325,-516.70776
2021-11-02T11:17:29,688.98676,33.983185,571.57495,144.1909,-436.3421,308.78397,155.60385,-561.3284,15.668167,430.15173,-472.57413,-39.31142,-487.52542,-572.5271,1035.9674,349.07593,-296.95468,3.7903798,-57.66133,326.9326,-148.19101,-831.64496,-203.51125,401.83456,151.46036,198.36668,214.21365,850.21277,-546.48474,533.3467,151.35776,-420.20557
2021-11-03T23:50:29,2520.214,-469.94757,979.56824,-1624.3811,-2101.6,440.84525,-873.4877,5984.245,1064.0665,1816.2621,531.98157,-1454.2274,-1216.1223,-41.84219,-1287.1444,-1004.78076,-1038.6014,2577.0679,-353.45148,3398.382,943.3443,84.15518,2127.1287,-5572.3354,992.43835,1242.6726,1041.9146,-9214.602,-972.93414,316.12875,1128.8899,-2832.17
2021-11-03T00:18:29,-1339.5361,-249.24568,-1788.2043,2417.6697,-36.565807,536.4316,-1494.8107,3879.0474,-1020.28357,-2891.0444,2300.2498,-818.77795,-818.2259,-885.6374,572.5691,-5469.679,1251.772,1613.2014,-1261.9081,874.10706,76.230606,-1917.9742,1048.0105,-3211.2683,-170.48256,-1282.1948,-1608.7162,-3759.779,-825.1954,-288.10373,-922.0379,-171.2776
2021-11-03T21:36:29,1241.9825,-1205.4525,-406.79755,2111.3525,2248.954,2213.4128,2045.0197,-501.13242,1298.5203,-4118.9253,1629.5577,-1714.8203,-20.506123,-333.78323,-351.6845,-1414.5172,-1681.7354,-774.2187,-664.5528,-2801.0137,-3277.0447,-495.60394,-1165.8153,500.65924,337.143,1016.4676,1010.4025,2151.9048,326.66376,-406.72195,1740.8314,-2689.8079
2021-11-03T20:48:14,1546.6556,759.7909,148.84787,341.96558,327.07825,415.44495,1121.6375,-495.1725,342.02252,-2170.212,359.83594,528.6387,-1433.3934,-489.34668,1225.479,-1126.1793,-212.84703,143.46846,-1376.4392,-903.1794,188.31914,-761.8108,-1078.1223,973.53925,-617.8676,-29.684963,170.53427,1644.7687,-842.1828,1553.1738,1050.0172,-2854.2375
2021-11-04T03:45:59,401.05844,878.1584,299.44864,-330.59888,-1382.8237,-261.02914,-100.41538,217.66724,-226.52362,24.534145,-641.3317,871.6903,-1464.7245,35.809437,1492.5675,85.57892,793.10675,1568.5723,-1417.9226,550.83856,1214.5038,223.6669,-274.9039,522.1402,-330.6854,-1001.6387,-378.71515,79.82679,-205.74094,986.036,-416.21753,-1191.0638
2021-11-03T14:49:44,-423.14215,4543.042,-439.35406,3476.61,-679.2023,145.24489,-1523.2888,1129.0005,-153.9766,-4316.2275,-1500.3744,5965.6284,367.29056,396.9354,-1737.631,-619.3079,3783.277,-992.5522,1217.5829,-2526.741,3701.6912,219.04327,2145.0476,-1395.8292,-6009.1045,783.295,-1772.2677,-4011.5818,543.4917,-657.3615,-718.33136,-6589.0967
2021-11-02T00:20:44,2293.4094,113.976616,1670.0947,-932.3124,-2088.6946,1700.474,732.3085,610.62744,1032.597,673.034,-1881.0804,-887.01013,-1249.313,15.732653,-169.39696,620.9445,-778.35114,1204.423,367.90634,-40.834667,-367.9542,1175.1538,255.26491,-340.2029,345.84085,244.10179,1023.7476,316.06482,-49.97182,1185.098,1555.267,-2424.2341
2021-11-03T05:46:44,-376.1311,12.84939,-1453.5641,-2832.476,-141.5364,1421.5681,1155.8105,1224.7964,814.08594,1615.6644,1116.9674,-486.4375,397.76135,465.42212,-95.949455,-1314.2684,508.9363,454.76813,-649.3655,-896.659,-117.21442,-559.06726,-946.9678,443.31454,153.66861,-494.32416,-610.7095,-888.61176,271.5542,-812.6447,39.905735,-1195.6934
2021-11-03T10:50:59,605.8135,384.18762,1522.0853,-247.94641,-1322.5779,1239.4094,396.92847,492.9966,825.8708,-106.418045,-1109.6488,197.49748,-1069.4412,-225.70996,396.09354,192.40213,156.21121,943.8796,254.33649,-308.717,219.98775,585.21075,315.85876,78.77593,-92.03978,216.05135,-97.28071,-405.41107,-223.20038,446.52747,395.69632,-922.59033
2021-11-02T17:21:59,-248.5084,-3504.7517,-1904.4114,4000.5203,2576.6428,1554.9781,890.7598,2554.024,104.06388,-6889.5703,1575.6079,-5490.089,1854.7959,-690.42175,1649.3229,-4092.5227,-1513.9861,-187.11053,-2433.4036,-3401.3872,-6285.202,-1775.1934,688.97314,-1875.5582,1959.1416,1107.2582,267.27682,31.386469,1063.8187,-877.84,1235.0933,-4613.0327
2021-11-02T20:57:14,1223.9685,2365.4336,-5262.5815,6436.2163,1369.3954,-6375.738,-2566.262,-3992.237,-7120.4946,-2029.8,1696.7758,3750.0632,2278.5947,-390.5593,-664.74756,1756.0138,3024.638,776.0069,-151.82256,3617.516,2372.9119,391.8739,-2776.7207,1028.9573,-3918.976,-4115.428,103.46214,4927.2803,2723.1753,-859.7451,-2239.4233,1459.5851
2021-11-03T14:47:59,-184.73729,-1984.3809,-799.0532,-1890.2736,-1570.0334,654.1204,1972.4609,3031.26,-579.7426,-423.0845,-2044.6803,-967.0079,133.10963,-592.5759,-1952.9932,837.30066,-211.06575,1019.4323,772.03845,-3413.845,-1207.627,578.17236,14.746915,380.07037,723.10596,-3077.486,-265.08057,-2706.328,-1711.3888,-590.00464,549.5752,222.06938
2021-11-04T04:07:29,5935.4473,-1524.1035,-404.8284,-3847.219,-3022.6501,-2240.861,-1101.7301,7246.2188,-42.24134,3900.6326,-1296.5332,-4236.0903,220.29819,274.96008,-1344.596,306.01242,-2092.5288,3621.2737,-1697.2579,5261.96,-89.29457,2104.0725,2869.7078,-7498.525,2757.7854,1505.2231,2555.6936,-8877.861,1412.5378,1862.9615,2688.189,-5816.755
2021-11-03T00:55:29,-1115.4891,168.54886,452.0295,-1627.6771,-219.9015,-939.51807,-26.284452,378.29636,253.72302,2218.771,315.79822,-2177.4363,189.26324,-181.55606,-2423.9155,-4347.091,-171.51819,219.86311,2669.2698,429.1721,-623.4985,358.8809,613.49023,-1471.8657,220.91632,103.06541,-547.2287,347.43744,313.99646,-1689.1481,115.81419,-359.6626
2021-11-03T10:27:44,1078.5287,584.632,1845.697,-359.52997,-1530.8013,872.2242,445.6593,904.81726,692.3347,-290.02505,-1336.9597,310.00714,-1458.689,-370.55762,831.46173,6.281831,233.78171,1488.3397,-263.57468,-223.59705,538.59607,974.028,512.5282,-123.93102,-24.301376,665.1143,-39.554096,-1006.06903,272.22192,910.58093,444.55606,-1062.3806
2021-11-02T23:41:14,-1314.5114,-1429.5929,-375.0451,-1322.9622,-1370.8616,271.84036,1657.8312,1767.2184,-208.84877,-1014.3023,-1498.5938,-390.36563,-187.60461,70.18632,-1919.2627,737.5132,22.674833,722.89386,991.8399,-3146.9353,-787.3007,-170.49698,-46.693424,1063.4312,203.55229,-2539.865,-846.6559,-1673.6556,-2343.962,-922.43,-163.58784,-818.1404
2021-11-03T08:55:29,659.9255,45.317013,994.4587,129.72104,-729.3336,936.45154,459.6295,167.10834,355.161,-246.13684,-840.80457,-203.57663,-716.5062,-295.7882,1016.5224,-89.1125,159.5899,801.3521,-167.71854,-221.91383,-283.3305,405.94815,-86.72622,316.297,248.03519,78.40272,-38.477844,296.04843,161.96391,413.13745,103.92731,-122.98278
2021-11-03T17:11:14,-371.51105,1709.8208,-1594.5847,-716.99164,-2847.359,-2079.7915,1063.0398,1613.3302,-2495.2913,-581.1326,-1634.6787,3725.0833,-1593.2716,-470.61606,410.54904,3528.4512,3099.7344,3810.8079,-3116.5205,-2036.6633,3273.3606,409.3833,-365.0505,1271.6365,-2533.2395,-3224.7004,-272.44244,-5375.2593,-53.33552,-818.4352,-2174.7332,-4228.538
2021-11-03T10:05:14,371.6858,308.6643,871.3841,430.17474,-1014.10266,-116.007195,-151.14119,-116.57142,-248.70464,-313.9972,-951.9675,95.148384,-1154.328,-182.96439,899.65393,-173.42473,252.60193,831.01324,-121.099625,332.3493,241.79582,172.5915,180.76537,95.14299,-60.19347,-114.81566,-123.467896,511.83035,-143.90941,732.4847,-208.83159,-231.63261
2021-11-02T05:28:29,986.4191,858.44635,2138.754,162.5557,-929.3303,108.058205,229.57465,1106.001,101.855034,-148.57224,-1894.0187,988.30743,-745.4331,391.98553,231.89304,418.69238,488.26108,380.42804,556.5545,-701.29156,987.80743,1004.3283,930.5964,-702.6661,-812.34064,589.7447,-95.38598,-3109.1267,119.772446,191.25691,-116.36856,-399.14542
2021-11-02T10:02:44,1206.4418,72.61144,845.2839,852.4746,-540.9482,1980.5721,396.93274,231.52344,681.6095,5.2643466,-11.766377,-75.33002,-619.3727,-1152.6918,729.09155,318.98376,-75.63113,890.104,55.50403,284.45285,-419.7553,44.388042,-167.69467,-153.22543,144.1323,250.37108,549.25793,184.32576,219.53459,-27.099678,579.9526,188.68588
2021-11-02T06:57:14,1432.6981,281.16226,1012.4206,-185.39548,-1041.5829,-436.6209,24.965809,-489.25708,-264.7038,1199.068,-636.817,-402.06866,-471.3046,-170.04588,160.64859,934.11957,-679.97955,391.55054,573.1454,1173.5468,94.75371,-428.0863,179.18846,-62.02174,308.05392,1132.6406,1064.9114,708.8485,-320.72263,650.3015,445.2959,-1290.6136
2021-11-04T05:29:14,1041.6835,1107.47,772.7361,-307.14178,-2285.005,-220.1439,1021.67786,-896.2442,91.25126,-671.2599,-1100.9642,631.97,-1898.8433,126.10365,-1071.8901,1396.4736,317.30084,2377.7239,-306.718,-138.0459,871.31854,875.3852,-316.67575,966.9864,-817.09424,130.5936,1075.0626,1108.2191,-38.53665,361.12915,139.64748,-4624.9487
2021-11-04T05:24:14,-909.46906,-4118.171,-1315.4331,2119.693,-2873.394,-799.5926,-3335.2239,5664.733,-584.6111,-434.50064,-685.29114,-7368.5254,591.94574,-565.55023,-1318.7512,-2002.264,-1324.3264,2553.0173,391.6881,3626.1384,-4393.165,-1147.8894,4416.438,-7027.0317,3769.4338,126.7696,-248.33469,-3598.9333,-1033.3392,-325.10507,-318.30527,-4222.2095
2021-11-04T00:28:44,1232.5736,211.52176,552.5792,-279.23145,-1026.2415,23.108696,362.43665,178.38162,-330.52875,520.1883,-1185.4342,48.868664,-906.35425,170.34769,1111.4176,657.16486,294.47903,949.57324,-788.8603,125.64142,247.66597,736.90546,-268.02045,194.46466,-12.75978,-600.56744,135.42833,-112.58453,416.17212,732.7204,-36.68383,-583.04083
2021-11-02T09:20:29,37.62889,534.16754,1332.4355,836.4214,-1153.2429,298.2547,-290.96332,-754.708,65.30345,22.067793,-1153.9874,-123.70146,-841.9472,48.785168,283.82077,-421.71753,432.85696,662.0827,634.522,736.88995,105.89044,86.540924,627.54535,-365.0857,-291.1996,256.63187,-252.9728,1101.6753,-566.53845,160.17085,-470.64243,-462.57803
2021-11-03T16:45:44,4145.5728,-2144.213,-2997.3652,-597.86847,1520.1653,-2409.757,1150.0093,4291.31,-2685.9497,-2451.2998,842.03534,-3521.6902,329.44522,-1749.6824,-366.81625,-4340.459,-1835.4448,348.65656,-652.70215,-1599.9099,-2665.2942,1219.8201,-910.2245,-2118.8152,1552.9321,-1159.1478,574.06335,-1414.9736,3115.4087,2530.7278,3469.168,933.0457
2021-11-02T20:48:14,-1161.3328,-3428.6604,-2225.6184,3386.2952,-1602.9281,-86.77321,-3439.41,4078.7349,-869.6314,349.26172,1315.5662,-5621.11,871.6038,-490.98575,-250.33347,-1090.9752,-755.9589,2352.5535,-393.35596,4866.8413,-3423.75,-1661.6835,2974.0798,-6047.813,3214.937,-264.20108,318.77133,-2835.851,-594.6081,-1114.2498,-1505.2748,-1499.5765
2021-11-02T11:45:29,1028.2462,446.5313,1634.5011,648.5288,-758.3647,374.11688,-65.623665,205.70714,182.40314,-447.96417,-1003.9775,-204.85825,-766.3134,-413.40207,901.65063,-724.5618,18.03947,567.9675,372.6211,357.61475,13.471357,189.2826,597.2593,-426.73117,28.735493,1031.2816,82.31214,243.85077,79.79626,703.58484,320.81592,-270.3322
2021-11-03T23:55:29,2628.3005,1946.5648,1646.2423,165.681,129.60696,545.22736,-220.649,-634.92413,933.79333,1295.7787,92.73057,-818.0744,-1262.4813,92.19102,1446.1062,-4501.3945,-158.08862,420.5576,-845.6625,3014.7803,977.76434,284.08273,-140.67314,-1846.0977,-80.80701,695.3003,322.0511,1704.9702,-352.3038,1732.4952,935.55774,-1444.1108
